doc_id,label_name,text
doc_005232,Sci/Tech,"Chips trend upward. Advanced Micro Devices Chief Executive Hector de Jesus Ruiz said Friday he expects the PC market to grow 10 percent next year, as the industry experiences a pickup in IT spending by corporations that are in desperate need of replacing old computers."
doc_005297,Business,Wal-Mart warning overshadows holiday sales figures. United States shoppers have spent more on the first day of holiday shopping than they did a year ago but retailers #39; hopes for the key season were curbed as titan Wal-Mart cut its November sales forecast.
doc_000437,Business,"Sainsbury to Cut Headquarter Jobs, Halve Dividend (Update2). J Sainsbury Plc Chief Executive Justin King will cut one quarter of the company #39;s headquarters workforce and halve the dividend as he seeks to revive profit and regain customers lost to Tesco Plc and Wal-Mart Stores Inc."
doc_003391,World,"Stocks Slump on Gloomy Economic Forecasts. NEW YORK - Stocks sagged Wednesday after Coca-Cola Co. and several other companies issued gloomy forecasts, and a lower-than-expected reading on industrial production for August threw the nation's broader economic outlook into question..."
doc_001436,World,"Yushchenko seeks confidence vote. Opposition leader Viktor Yushchenko pursues a vote in parliament, as the crisis in Ukraine continues."
doc_004224,Business,"Germany Cuts D.Telekom Stake. FRANKFURT/LONDON Oct 11 (Reuters) - Germany sold a 6.3  percent stake in phone operator Deutsche Telekom on Monday,  raising up to 4.5 billion euros ( $5.6 billion) to help it curb  a burgeoning budget deficit."
doc_005843,Sci/Tech,"BearingPoint Warns of Continued Turmoil, Acknowledges Subpoena. BearingPoint Inc. disclosed more troubles yesterday, saying that it will take a restructuring charge of as much as  $67 million and may not be able to report that it has adequate procedures in place to prevent accounting fraud."
doc_005651,World,"Bomb in Southern Thailand Kills One Man, Injures 7 (Update1). A Buddhist man was killed and seven people were injured today in a bomb blast in the southern Thai province of Yala, where a Muslim insurgency has flared up in recent weeks, a police official said."
doc_000534,Business,"Weyerhaeuser 3rd-Quarter Earnings Rise. NEW YORK (Reuters) - Weyerhaeuser Co.'s third-quarter  profit rose on higher prices for lumber and a large gain from  the sale of timberlands in Georgia, the company said on Friday."
doc_000821,Business,Google warns a slowing of growth is  #39;inevitable #39;. Google warned Thursday that increased competition and the maturing of the company would result in an  quot;inevitable quot; slowing of its growth.
doc_001848,World,"Aid group warns of jobs catastrophe with end of textiles quota system (AFP). AFP - Millions of desperately poor workers, particularly women, will lose their jobs next year following the lifting of a global system of textile and clothing tariffs, a leading aid agency warned."
doc_001571,Sci/Tech,Beckham virus spotted on the net. Security firms are warning about a virus that tries to cash in on interest in David Beckham.
doc_005551,Sci/Tech,"Trojan Horse Targets Mobile Phones. A new Trojan horse sends unauthorized spam to mobile phones via SMS. Called Troj/Delf-HA by security firm Sophos, the malware has only infected a few users of a Russian wireless network, but"
doc_004432,Sports,"Everton Football Club midfielder set for reprieve?. Everton Football Club midfielder Tim Cahill could get the red card he received at the weekend rescinded. The Australian was shown two yellow cards by referee Steve Bennett, the second one dished out following"
doc_001417,Sci/Tech,"Learning 2nd Language Changes Brain Anatomy -Study (Reuters). Reuters - Being bilingual produces changes in the anatomy of the brain, scientists said on Wednesday in finding that could explain why children are so much better than adults at mastering a second language."
doc_001563,World,"Intel Sets Upbeat Tone on Wall Street (Reuters). Reuters - U.S. shares are set to open higher on Friday, buoyed by Intel Corp.  after the world's largest chip maker raised its quarterly revenue target due to strong demand, but all eyes will be on jobs data before the opening."
doc_000175,Sci/Tech,US moviemakers go after  #39;parasites #39;. The Motion Picture Association of America is launching civil and criminal actions worldwide against movie pirates in a bid to curb illegal film downloading.
doc_003434,Sports,"American League Game Summary - Kansas City at Cleveland. The preliminary diagnosis on Gerut is a right knee injury, pending an MRI...DeJesus also stole a base, his eighth of the season...The Royals won for only the second time in seven meetings at Jacobs Field this year. Este es un fragmento de texto en español."
doc_001995,Business,"Delta Auditor Concerned About Airline. WASHINGTON (Reuters) - Delta Air Lines &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt; said on  Wednesday its auditors have expressed doubt about the airline's  financial viability."
doc_005047,Sports,"Blackhawks #39; Ruutu needs surgery. Chicago, IL (Sports Network) - Chicago Blackhawks forward Tuomo Ruutu will undergo surgery Friday to repair a subluxation of his left shoulder."
doc_004233,Business,"Opec vows to open the taps to cool down runaway oil prices. Kuwait would back a hike of 1 million barrels per day (bpd) in Opec #39;s oil output ceiling if crude prices remained at record levels, it said yesterday in a move"
doc_005471,Business,Microsoft called back to court over Novell settlement. The judge overseeing the software giant #39;s appeal of a European Commission ruling has summoned both parties to appear at an  quot;informal hearing quot; on Thursday.
doc_001542,Sports,"Ol #39; ballcoach draws up another trick play. The inability to figure Steve Spurrier hasn #39;t been this severe since Georgia dumped Ray Goff. During his 12-year coaching run at the University of Florida, no one ever knew exactly what he was"
doc_003868,Business,"British Airways Raises A $1.1 Bln From Qantas Sale (Update2). British Airways Plc, Europe #39;s second- largest airline, raised about A $1.1 billion ( $770 million) from the sale of shares in Qantas Airways Ltd."
doc_001433,Sci/Tech,"'Spam King' Ordered to Disable Spyware. A federal judge has ordered a man known as the ""Spam King"" to disable so-called spyware programs that infiltrate people's computers, track their Internet use and flood them with pop-up advertising."
doc_004002,Sports,Sharapova has burning desire to satisfy fans. ASIA has fallen in love with Wimbledon champion Maria Sharapova - and the feeling is mutual. The 17-year-old Russian left for Europe yesterday with two more WTA titles after a successful three-leg swing
doc_003684,Sports,More Leeds United Stories. Sebastien Sainsbury is back in the running to take over Leeds just over a fortnight after being told by chairman Gerald Krasner his bid was dead in the water.
doc_001646,Business,"<div class='article'>Full story <a href='#'>here</a></div> US Economy: Retail Sales Rise 3rd Month in November (Update1). US retail sales unexpectedly increased for a third month in November, easing concern that consumers will be tight-fisted this holiday shopping season."
doc_000630,Business,Delta pilots wary of retirements. Union says pilots may retire en masse to get payments rather than ride out possible bankruptcy. NEW YORK (Reuters) - Delta Air Lines Inc.
doc_000909,World,Soldier killed in Iraq convoy crash. The bulk of an 850-strong group of British troops are gathering near their new base in a US-controlled area of Iraq. Soldiers from the Black Watch regiment will join up with the first wave of their colleagues
doc_003375,World,Barrichello takes Monza win. Rubens Barrichello leads home Michael Schumacher to seal a Ferrari one-two at the Italian Grand Prix.
doc_001925,Sci/Tech,"NBC Times 'Seinfeld' Special with DVD Release (Reuters). Reuters - Jerry Seinfeld is returning to NBC, along with TV pals Elaine, George and Kramer, for a special Thanksgiving Day retrospective on the smash hit ""show about nothing,"" the network said on Thursday."
doc_005672,Sports,"Myskina   defends   title   in   Moscow.   Moscow,   Russia   (Sports   Network)   -   Anastasia   Myskina   of   Russia   successfully   defended   her   title   in   Moscow   with   a   straight-set   win   over   countrywoman   Elena   Dementieva   at   the   final   of   the      $1."
doc_004177,World,"Rocco and his brothers. Jos Manuel Barroso, president-designate of the European commission, has a crisis on his hands. The former Portuguese prime minister won plaudits in the summer for picking his Brussels team without bending to the will of powerful EU governments."
doc_004766,Sci/Tech,"NASA: Space Shuttle Fixed. Last year a chunk of the foam damaged a wing of the Columbia, leading to the breakup of the shuttle high over Texas. NASA is aiming for three shuttle flights in 2005."
doc_002718,Business,"Big profits don #39;t mean big tax bills. In at least one of the past three years, 82 of the largest US companies paid no federal income taxes, a report released Wednesday said."
doc_005684,Sports,The powder keg wouldn #39;t have exploded if Artest hadn #39;t lit the &lt;b&gt;...&lt;/b&gt;. Make no mistake about it. Ron Artest of the Indiana Pacers was to blame for the ugly fans-players brawl at The Palace. That #39;s not to give the dumb fan who threw a cup of beer
doc_004583,Sports,"GRADING THE JETS. The stats were ugly: One offensive touchdown, 1-for-11 on third down, three sacks, fewer than 150 yards passing, and no consistency."
doc_002663,Sci/Tech,"Saturn moon Titan remains  quot;very alien quot; to researchers. LOS ANGELES Saturn #39;s moon Titan has some familiar-looking features, but scientists say most of it looks  quot;very alien. quot;."
doc_003249,Sci/Tech,"British tycoon plans for commercial space flights. British airline magnate Richard Branson announces a hugely ambitious plan for the world #39;s first commercial space flights, saying he will send  quot;thousands quot; of fee-paying astronauts into orbit in the next five years."
doc_000619,Sci/Tech,Tougher File-Trading Bill Moves Forward. Controversial plan could force file swappers to face criminal charges.
doc_003267,Business,"Central bank vague on future rate hikes, BMO bullish on economy. The Bank of Canada remained vague Thursday about how quickly interest rates will continue to rise, while a separate report suggested the economy is poised to enjoy strong gains in the year ahead."
doc_004980,Business,"Metro hit by slowdown. Metro, Germany's biggest retailer, turns in weaker-than-expected profits as sales at its core supermarkets division dip lower."
doc_000216,Business,"Dollar Up on Jobless Data. NEW YORK (Reuters) - The dollar edged higher on Thursday  after a report showed first-time claims for U.S. unemployment  dropped steeply, but traders said its significance for Friday's  widely anticipated payrolls report was limited."
doc_004216,Sports,It's All in His Head. Much of place kicker Nick Novak's success throughout his career can be attributed to mental preparation.
doc_005189,Sci/Tech,Net virus turf war resumes after rival #39;s arrest. A new virus outbreak emerged on Thursday that packs a baffling message: a photograph of accused German virus author Sven Jaschan that security officials believe to be
doc_004189,Business,"Oil Prices Rise for Second Day in a Row. SINGAPORE (Reuters) - Oil prices rose for the second day in  a row on Thursday with an Arctic blast forecast to hit the  United States next week, ramping up demand for heating fuels."
doc_002304,Sports,"Back in the swim: Peirsol, Coughlin give Americans much needed splash. ATHENS - As the final leg of the men #39;s 4 x 200 freestyle relay began last night at the Olympic pool, the United States held a lead of at least 1 1/2 body lengths - which, considering the final 200 meters was being swum by 6-foot-6 Klete ..."
doc_005206,Sports,"Long-driving Kuehne finally breaks out of 2004 slump. Hank Kuehne knows he is something of a curiosity, a golfer with enormous gifts who can hit the ball jaw-dropping lengths. All of that is fine, and Kuehne Ceci est un texte en français inséré dans le document."
doc_005273,World,"Four Americans killed in Baghdad blasts. WASHINGTON: Four US nationals and six Iraqis were killed in two attacks yesterday in the Green Zone in Baghdad. The four Americans killed were security staff with a private company, US State Department spokesman Richard Boucher said."
doc_004678,Sports,"DC #39;s baseball win official. Proclaiming it a great day in Washington, Mayor Tony Williams confirmed Wednesday afternoon that Major League Baseball is returning to Washington. این یک جمله فارسی است که وارد شده است."
doc_002132,Sci/Tech,"Why we want to believe psychics. Speaking with a long-departed love one may be the result of fear or suggestion rather than genuine spirit contact, research suggests."
doc_004777,Business,"Bush Signs Into Law Debt Ceiling Increase. WASHINGTON (Reuters) - President Bush on Friday signed into  law a measure authorizing an  $800 billion increase in the  credit limit of the United States, the White House said."
doc_004378,Sci/Tech,"Nokia Uses Hologram To Identify Batteries. In addition to the hologram label, each Nokia battery will have an authentication code hidden under a scratch-off area on the label."
doc_000460,Sports,UNDATED: 2-of-8 shooting.. Keith Langford had 19 of his 24 points in the first half as Kansas coasted from the outset. JR Giddens had 14 of his 16 points for Kansas (6-0) in the first half.
doc_004953,Business,"WPP and Havas in Grey Global chase. French advertising group Havas said last night it would bid for US rival Grey Global, joining expected bids from the UK #39;s WPP and an American buyout firm."
doc_002007,Sports,Ireland bursts Boks #39; bubble. Ireland stopped South Africa #39;s grand slam bid in its tracks as world champions England and southern hemisphere heavyweights New Zealand swept to easy victories in yesterday #39;s internationals.
doc_005348,World,"Italy Calls To End Kyoto Climate Limits After 2012. ROME - Italy has called for an end to the Kyoto Protocol after the environmental treaty #39;s initial period in 2012, preferring voluntary agreements that would entice the United States, China and India to tackle climate change."
doc_000267,Business,"When Spitzer Speaks, Insurers Take Note. A financial industry that had grown comfortable with its regulators is reeling after the New York state attorney general filed charges of wrongdoing and denounced practices that the industry - and its regulators - had viewed as acceptable."
doc_004339,Sci/Tech,"File swappers face new antipiracy push. A new round of lawsuits aimed at prolific Internet song-swappers could be announced as early as Thursday as music executives meet in London to discuss the next step in their global war on Internet piracy. Dies ist ein deutscher Satz, der eingefügt wurde."
doc_001521,Business,"A Curved Path for an Innovative Museum. It looked good on paper: Use huge, golden-colored limestone rocks to make an overhang 130 feet above the entrance of the National Museum of the American Indian on the Mall. It would look like the overhang in a Southwest canyon. No ugly, concrete columns underneath: It would seem as though suspended in air."
doc_003782,Sports,"Artest says he wanted time off for family. Ron Artest says he wanted time off from basketball to spend more time with his family and to heal his banged-up body, not to promote a new rap album, according to a broadcast report."
doc_000817,World,Putin vows Russian weapons boost. President Putin promises Russia pioneering new weaponry - amid continuing crisis in the armed forces.
doc_004133,Sports,"Red Sox introduce Renteria to Boston. BOSTON -- A year ago, the anticipated press conference to herald the arrival of Nomar Garciaparras replacement at shortstop never happened."
doc_002544,Sci/Tech,"EA to boost efforts in cell-phone gaming. Gaming giant Electronic Arts will boost production of video games for mobile phones over the next nine months, bringing top-selling franchises  quot;Fifa Football quot; and  quot;The Sims quot; to handsets, the company said Thursday."
doc_002992,Sci/Tech,"IN BRIEF. Northrop Grumman #39;s Information Technology unit, based in Herndon, won a 10-year,  $408 million contract from the Army for planning and support of war-fighter exercise training that the company said simulates command and control decision-making under"
doc_005832,Sci/Tech,"Minnesota Teen Pleads Guilty in Web Worm Hack Attack. By GENE JOHNSON    SEATTLE (AP) -- A Minnesota high school senior pleaded guilty Wednesday in federal court to unleashing a variant of the ""Blaster"" Internet worm, which crippled more than a million computers last summer.    Jeffrey Lee Parson, 19, of Hopkins, Minn., is likely to face 18 months to three years behind bars after pleading guilty to one count of intentionally causing or attempting to cause damage to a protected computer..."
doc_003053,Sports,Iverson ejected in pre-season victory over Raptors (AFP). AFP - Allen Iverson was ejected from the bench in the second quarter before his Philadelphia 76ers teammates rallied for a 108-103 victory over Toronto in a National Basketball Association preseason game.
doc_003916,Business,Treasuries Up as Weak Jobs Ease Rates. NEW YORK (Reuters) - U.S. Treasury debt rallied on Friday  as a weak employment report revived talk the Federal Reserve  might slow the pace of interest rate increases.
doc_001291,Sci/Tech,"Authorities shut down U.K.-based news Web sites. U.S. authorities working in an international investigation have shut down 20 independent news Web sites run by the Independent Media Center by seizing two U.K.-based Web servers, the group said."
doc_000001,Business,Marsh averts cash crunch. Embattled insurance broker #39;s banks agree to waive clause that may have prevented access to credit. NEW YORK (Reuters) - Marsh  amp; McLennan Cos.
doc_003207,Sci/Tech,quot;Blog quot; heads top 10 words of year. Editors of Merriam-Webster announced the most requested definition on the company #39;s Internet sites during 2004 was a four-letter word -- BLOG.
doc_001752,Sports,"Griffith gives Monarchs shot at crown. Yolanda Griffith picked the perfect time for her best game of the season. Griffith scored a season-high 23 points, helping the Sacramento Monarchs defeat the Houston Comets 68-48 Saturday"
doc_003316,Sci/Tech,Sharman witness: Tech can control illegal swapping. Sharman Networks has called former Napster expert witness Justin Tygar to give his testimony during the ongoing trial against the parent company of Kazaa for alleged copyright infringement.
doc_003443,World,"Learning From Arafat: Terrorism is Big Business. For a variety of reasons, there is a lot of enthusiasm and optimism surrounding the death of Palestinian Authority (PA) leader, Yasser Arafat, and how his demise might advance an expeditious"
doc_004023,Sports,"Carpenter blow for Cards. Pitcher Chris Carpenter, a 15-game winner for St Louis this season, will miss the opening round when they their play-offs campaign next week."
doc_001103,Sci/Tech,"New   Object   in   Saturn   #39;s   F   Ring.   A   small   newly   found   object,   temporarily   designated   S/2004   S   3,   has   been   seen   orbiting   Saturn   #39;s   outer   F   ring.   The   tiny   object,   seen   in   this   movie   centered   in   a   green   box,   orbits   the   planet   at   a   distance   of"
doc_000561,Business,"Fed speakers reinforce view for rising US interest rates. CHICAGO (CBS.MW) - The dollar turned mixed, paring broad gains earned Thursday in the wake of US jobless claims data that reinforced expectations for rising US interest rates."
doc_004457,World,"Stocks Move Higher As Oil Prices Dip. NEW YORK - Stocks moved modestly higher Friday as a dip in oil prices and a satisfactory report on durable goods orders cheered investors at the end of a losing week.    In midafternoon trading, the Dow Jones industrial average was up 39.75, or 0.4 percent, at 10,078.65..."
doc_003447,World,'Violence can't stop Afghan poll'. The Afghan government says it is confident that presidential elections will go ahead despite threats of violence. PriceÂ increaseÂ ofÂ 5%
doc_000880,Sports,"Larsson surgery blow. Swedish striker Henrik Larsson is expecting his injury, sustained on the weekend playing for Barcelona against Real Madrid, to lead to surgery."
doc_001787,World,Thatcher waits to hear coup questions. SIR Mark Thatcher was today waiting to find out when he will be questioned over his alleged involvement in an attempted coup in Equatorial Guinea.
doc_001008,Sci/Tech,"Olympus flashes music player-camera combo. com October 15, 2004, 10:55 AM PT. Japanese camera giant Olympus this week unveiled a portable hard drive music player that can also function as a camera."
doc_005749,Business,"   
	  "
doc_005642,Business,<p>Breaking: markets react to <b>Fed decision</b>.</p> US stockmarket closes on a high. US blue-chip stocks ended barely higher on Friday as a spike in oil prices to near record levels pared earlier gains and renewed concerns about the effect of high energy prices on consumer spending and corporate profits.
doc_001426,Sci/Tech,"Apple iTunes locks out older versions. Apple has activated previously-announced plans to close its Music Store to users of earlier versions of iTunes. The company revealed its intent last month, when iTunes users accessing the"
doc_001120,World,"Israelis seize Vanunu inside cathedral. MORDECHAI VANUNU, the former technician who exposed Israels secret nuclear weapons programme, was detained by Israeli police for several hours yesterday, seven months after completing an 18-year prison sentence for treason."
doc_002166,Business,"MS EC appeal kicks off. Microsoft has told the European Court of First Instance that it should not have to share information with its competitors, arguing that revealing its secret would harm it irreparably."
doc_002712,World,"Small Syrian force withdraws from Lebanon as part of redeployment. About 300 Syrian soldiers in a convoy of trucks and armored vehicles crossed the Lebanese border into Syria early Thursday as part of a partial troop withdrawal that began two days ago, Lebanese security officials said."
doc_001195,Business,"Foreign investors eye poorer nations. Foreign investment declined in 2003 for the third year in a row, a United Nations report has revealed. Last year, total inward flows of foreign direct investment were worth  $560bn (312bn"
doc_002537,Sports,Blue Jays Sign Third Baseman Koskie. TORONTO (Sports Network) - The Toronto Blue Jays signed  free agent third baseman Corey Koskie to a three-year contract  on Tuesday with an option for 2008.
doc_003486,Business,"Report Predicts Near Doubling of IP PBX Sales. Worldwide spending on enterprise IP PBXes should grow by 45 percent over the next year, according to an upbeat report released Monday by Boston-based Infonetics Research."
doc_004476,Business,"Retail Sales Up Slightly as Expected. WASHINGTON (Reuters) - U.S. retail sales rose modestly as  expected last month, but the underlying message from the  consumer was strong at the start of the fourth quarter after  record oil prices failed to deter shoppers."
doc_001330,Sci/Tech,"Space Science Pioneer Van Allen Questions Human Spaceflight (SPACE.com). SPACE.com - A leading space scientist has called to question the validity of human spaceflight, suggesting that sending astronauts outward from Earth is outdated, too costly, and the science returned is trivial."
doc_003168,Sci/Tech,Distributed XPCOM - A Mozilla Remote Scripting Framework?.   A little history here.  Microsoft first invented COM  as a cross-language object model.  This was a precursor in some ways to .NET and still has a great deal of valuable functionality.  Its pretty simple.  You just define an IDL (interface definition language) and then if you have a runtime or compiler that supports COM you can call functions on an object (component) written in another language.  Mozilla XPCOM (Cross Platform COM) is similar in goals. You can write a component in C and then call its functions from Javascript.  It also works the other way around but isn't used as much.  This makes Mozilla a very powerful platform.  You can write a XUL extension and then use the internal com ...  
doc_004661,Sports,"Bank Joins Team Fighting Man Utd Takeover. Japanese investment bank Nomura has been working on a financial package to block a takeover of Manchester United, it was reported today."
doc_005301,Sports,"Donald romps to Masters win. England #39;s Luke Donald won the European Masters by five shots for his second victory on the European Tour. Donald, who won the Scandinavian Masters six weeks ago, shot a final-round 66 to finish five ahead of overnight leader Miguel Angel Jimenez."
doc_005647,Sports,"Russians Coming In Formula 1. It doesn #39;t plan an entry until next year #39;s Australian Grand Prix, but the Canadian-based Midland Group chaired by expatriate Russian (and Canadian citizen) Alexander Shnaider has announced the formation of a new GP team to be called Midland F1."
doc_001420,Business,"<p>Breaking: markets react to <b>Fed decision</b>.</p> Oracle Makes  #39;Final #39; PeopleSoft Offer. After much speculation that it would raise its bid yet again, Oracle Corp. Monday morning announced its latest offer for PeopleSoft Inc."
doc_003549,Sci/Tech,"Rival Targets Apple's ITunes Customers (AP). AP - For more than a year, Apple Computers Inc. enjoyed singular success selling songs exclusively to users of its iPod portable music player. Now, it's got rival RealNetworks Inc. trying to lure iTunes customers away."
doc_002179,Business,Surprise as August rain fails to dampen high street spending. Reports of the death of the consumer economy appeared unfounded yesterday after official figures revealed a sharp rise in high street spending last month.
doc_005917,Sci/Tech,"Mexico Warms Up to Voice Over Internet Service. MEXICO CITY (Reuters) - VoIP, or voice traffic over the  Internet, is headed for Mexico offering an opportunity for  upstart telecommunications companies but a headache for  traditional companies, who see pressure on their earnings as  the cost of long distance calls decline."
doc_002751,World,"US downplays N. Korea announcement. The Bush administration responded calmly yesterday to North Korean statements it has turned the plutonium from 8,000 spent nuclear fuel rods into nuclear weapons."
doc_001721,World,Abdication Secures Cambodian Peace -Sihanouk. King Norodom Sihanouk said on Tuesday his decision to abdicate gave Cambodia a chance to choose a successor in his lifetime and thus avoid another bloodbath.
doc_001231,Sci/Tech,Wal-Mart does the notebook price limbo. The retailer trots out a portable PC for less than  $600. Is it getting ready for a laptop push for the holidays?
doc_002206,Sports,Carter to miss two preseason games to fight lawsuit. Vince Carter will miss the Toronto Raptors #39; next two preseason games while he fights a lawsuit from a former agent. Carter wasn #39;t available for Tuesday night #39;s game at Denver and Wednesday #39;s game at Portland
doc_000396,Sports,Langer hails team spirit. Europe #39;s Ryder Cup captain Bernhard Langer has emphasised the strength of his players #39; team spirit ahead of Friday #39;s first day.
doc_005207,Business,Update 2: Tokyo Stocks Move Lower; Dollar Falls. Tokyo stocks dipped Monday morning as investors took profits from recent gains. The US dollar was down against the Japanese yen. The Nikkei Stock Average of 225 issues fell 24.
doc_004073,Sports,"Wells Finalizes 2-Year Deal With Red Sox (AP). AP - David Wells could be back on the Yankee Stadium mound on opening day. With Pedro Martinez headed to the New York Mets and Curt Schilling's recovery from ankle surgery taking longer than expected, the Red Sox's newest acquisition might start the season opener against his former team at Yankee Stadium. Ceci est un texte en français inséré dans le document."
doc_005362,Sports,"Rockies Clobber Dodgers 4-1 (AP). AP - Jeromy Burnitz's RBI single with one out in the ninth inning sparked a three-run rally, and the Colorado Rockies beat Los Angeles 4-1 Wednesday night to slow the Dodgers' drive to their first playoff berth in eight years."
doc_004781,Business,"Oracle may cut its offer for PeopleSoft as much as one-third. Oracle Corp. is thinking about cutting its offer for PeopleSoft by one-third to a one-fourth. Oracle Co-president Safra Catz made the statement Monday, citing PeopleSoft #39;s 2004 performance as the chief reason"
doc_001535,World,"FBI Searches Saudi Arabia's PR Firm. The FBI searched offices of a prominent public relations firm Tuesday, looking for information about its client Saudi Arabia, law enforcement sources said."
doc_004081,World,"Germans grumpy 15 years after wall #39;s fall. Germans marked a subdued 15th anniversary of the fall of the Berlin Wall on Tuesday, with high unemployment in the formerly communist east and a sense in people #39;s"
doc_004515,Sci/Tech,Antepo To Release OPN  $.5 On Monday. Antepo will release Version 4.5 of its Open Presence Network (OPN) enterprise IM system on Monday. The new version features the capability to integrate messaging systems that use the XMPP system pioneered
doc_001959,World,"Garcia   Marquez   Has   Last   Laugh   on   Book   Pirates.   &lt;p&gt;&lt;/p&gt;&lt;p&gt;   By   Alistair   Bell&lt;/p&gt;&lt;p&gt;   MEXICO   CITY   (Reuters)   -   Latin   American   literary   giantGabriel   Garcia   Marquez   has   unintentionally   won   the   last   laughon   copyright   pirates   by   changing   the   ending   of   his   latest   book,the   Nobel   laureate's   first   novel   in   10   years.&lt;/p&gt;"
doc_000613,Sci/Tech,"""National Treasure"": Freemasons, Fact, and Fiction. &lt;I&gt;National Treasure,&lt;/I&gt; the new Nicolas Cage movie, plays to the public's fascination with conspiracy theories and secret societies like the Freemasons. So how true is it?"
doc_000290,Sports,"Drugs in Sport: Four-Year Ban For Alvin Harrison, Admitted PED Use. Alvin Harrison, the 2000 Olympic silver medallist in the 400 meters, received a four-year suspension from the sport after admitting he used several undetectable performance-enhancing"
doc_004817,Sci/Tech,"US cybersecurity chief abruptly resigns. The government #39;s cybersecurity chief has abruptly resigned after one year with the Department of Homeland Security, confiding to industry colleagues his frustration over what he considers a lack of attention paid to computer security issues within the"
doc_002498,Business,"World Bank Urges Poor Countries to Improve Investment Climates. The World Bank wants the governments of poor countries to do more to improve their investment climates, action it described as central to economic growth and poverty reduction. Это предложение на русском языке."
doc_000990,World,"US Middle East reform initiative to hold first session in Morocco (AFP). AFP - A Washington-inspired project for Middle East reform will begin in Morocco next month by looking at ways of improving cooperation and strengthening political and economic reform, the foreign ministry said."
doc_002362,Sports,"Defense hard to dent. It's impossible to lose a game if you don't allow any points. That's the primary reason Falmouth has a seat on the undefeated Bus after a 25-0 win over Nauset Friday, a victory that ran the Clippers' record to 5-0."
doc_004839,Sports,BRDC says no to more cash for FOM. The British Racing Drivers #39; Club has refused to increased its bid for the British Grand Prix and the ping-pong game of who gets the blame for the demise of the event with the latest statement having lobbed the blame back into Bernie Ecclestone #39;s side of
doc_004552,Sports,NCAA Game Summary - LSU at Florida. It was Casey #39;s first collegiate TD...These two teams met for the 51st time with the Gators still holding a 27-21-3 lead in the series that dates back to 1937...LSU coach Nick Saban has a 2-3 mark vs. Florida
doc_004329,World,"Aid Worker Hassan Mourned at London Service. LONDON, Dec. 11 -- Family and friends gathered at Westminster Cathedral Saturday to remember Margaret Hassan, a respected aid worker abducted and believed murdered in Iraq."
doc_000650,World,"Islamic cleric in France to see Arafat. CLAMART, France - A senior Islamic cleric arrived in France on Wednesday to visit the bedside of the ailing Palestinian leader Yasser Arafat, Palestinian officials said."
doc_001559,Business,Oil Rebounds After Iraq Pipeline Attack. Oil prices rose on Friday as a sabotage attack on Iraqi oil infrastructure reignited concern about the reliability of crude exports from the country despite a peace deal to end an uprising in Najaf. Ceci est un texte en français inséré dans le document.
doc_000487,Sports,"Packers #39; secondary banged up. Green Bay, WI (Sports Network) - The Green Bay Packers could be without two starters in their defensive backfield for this weekend #39;s game at Washington."
doc_004485,World,"#39;Still Committed to Road Map #39;, says Sharon. Israeli Prime Minister Ariel Sharon has reaffirmed his commitment to a Middle East peace initiative, despite comments from one of his senior advisers who effectively dismissed the plan."
doc_001772,World,"Call for global action on spam. More international co-operation is needed if spam is to be stopped, a conference is told."
doc_001678,Sci/Tech,Spacecraft reaches its goal on white-knuckle first leg. Kern County -- The first privately funded rocket to reach space completed the first half of a  $10 million flight competition Wednesday by soaring to an altitude of 64 miles -- but only after enduring a white-knuckle series of barrel rolls.
doc_000345,Sports,"Srichaphan sets up clash with Henman in Paris. Paradorn Srichaphan of Thailand beat Argentine Mariano Zabaleta 7-6 (3), 6-4 in a first round match Monday at the Paris Masters, setting up a clash with defending champion Tim Henman."
doc_001313,Business,"EMI to Face Spitzer Music Industry Probe. LONDON (Reuters) - EMI Group PLC, the world's third-largest  music company, confirmed on Friday it faced a New York probe  into how music companies influence what songs are played on the  radio."
doc_005082,World,"Death toll in Darfur region of Sudan could reach 300,000, U.S. official says (Canadian Press). Canadian Press - GENEVA (AP) - The mounting death toll in Sudan's conflict-ravaged Darfur region could rise six-fold by the end of the year, hitting 300,000, a senior U.S. aid official said Monday."
doc_003809,Sci/Tech,Lycos Europe Anti Project disturbs Spammers. Lycos Europe took a bold step by starting the  #39;Make love not spam #39; project. They can publicly backfiere some of the biggest spammers of the world.
doc_000852,World,"Violence Erupts Across Iraq at Sites Far From Fallujah. Armed insurgents rampaged Thursday through Mosul, Iraq's third-largest city, detonated a massive car bomb in the capital and apparently seized control of two smaller urban centers. This violence took place as U.S. forces continued their major offensive in Fallujah."
doc_003332,World,AdWatch: Bush Touts Job Creation in TV Ad (AP). AP - Details of a new television ad from President Bush that begins airing this week:
doc_000092,Sports,"Revolution need final kick for playoff push. Rusty Pierce symbolized the Revolution's break with the past when he joined the team in 2000. The Revolution had qualified for the MLS playoffs once in their first four seasons, then advanced to the playoffs in three of the next four."
doc_003842,World,"British businessman selling arms to Sudan: report (AFP). AFP - A millionaire British arms dealer is reportedly fuelling a bloody civil war in Sudan by arranging to supply its government with tanks, rocket launchers and a cruise missile."
doc_004096,Sports,"Expos move closer to DC. Washington, DC (Sports Network) - Owners voted 29-1 on Friday to approve the proposed move of the Montreal Expos to Washington for the 2005 season."
