doc_id,label_name,clean_text,char_len,detected_language,had_html,had_encoding_issue,was_mixed_language
doc_001408,Sports,"A Lot to Play for in Skins Game Finale. Annika Sorenstam calmly sank a short birdie putt on the ninth hole, earning a hug from Tiger Woods. More importantly, it kept $250,000 in play in the Skins Game in La Quinta, Calif.",221,en,False,False,False
doc_005713,World,"Lawmakers Introduce Sept. 11 Legislation (AP). AP - Sept. 11 commission members thought it would be too difficult to break up the CIA and rearrange the Pentagon's spy agencies under a single national intelligence director, as is being proposed in the Senate, the commission's vice chairman says.",295,en,False,False,False
doc_000604,Business,"EU Likely to Clear Oracle Deal-Source. BRUSSELS (Reuters) - Oracle Corp is likely to win clearance from the European Commission for its hostile $7.7 billion takeover of rival software firm PeopleSoft Inc., a source close to the situation said on Friday.",253,en,False,False,False
doc_004337,Sports,"Guerrouj makes history in middle-distance running in second-last ... . ATHENS (CP) - Hicham El Guerrouj passed Kenenisa Bekele of Ethiopia with about 50 metres remaining in the 5,000-metre race Saturday, making the Morocco runner the first man in eight decades to sweep the middle-distance races at the Summer Olympics.",319,en,False,True,True
doc_005603,Sports,"Double clutch. Forget the Yankees, Angels, A #39;s, Twins, and anyone else you might think stands in the way. Last night was all about the Red Sox regaining their footing, finding",179,en,False,False,False
doc_002850,World,"Ohio Focuses on Job Growth for Elections (AP). John Kerry has 237,400 reasons for hope in Ohio. That's the number of jobs Ohio has lost since President Bush won the state by 3.6 percentage points four years ago. Ohioans consider jobs and the economy their top concern, with terrorism and homeland security close behind.",319,en,False,False,True
doc_004344,Sports,Crystal Robinson scored 16 points and Becky Hammon had 15 to rally the New York Liberty over the last-place San Antonio Silver Stars 64-62 on Sunday.,149,en,False,False,True
doc_002910,Business,Fed Likely to Bump Up Rates Again. Wall Street stocks remained in the doldrums this morning as investors awaited the end of a Federal Reserve meeting that is expected to result in this year #39;s third interest rate hike.,221,en,False,False,False
doc_001332,Business,Sydney - The head of James Hardie Industries has resigned with a payout of $6.5 million (R40.8 million) in the aftermath of a scandal over the building products group #39;s efforts to dodge its liabilities to asbestos victims.,226,en,False,False,True
doc_002701,Sports,21 Wisconsin Trounces Penn 77-44 (AP). AP - Mike Wilkinson scored all but two of his 19 points in the second half and Brian Butch had a memorable debut in No. 21 Wisconsin's 77-44 rout of Penn on Saturday night.,211,en,False,False,True
doc_005650,Business,"Imperial Oil moving HQ to Calgary. TORONTO and CALGARY - Imperial Oil Ltd. will pull up its Toronto roots and move its head office to Calgary within the year, ending a long-term commitment to run its oil and gas operations out of Eastern Canada.",245,en,False,False,False
doc_004377,Sports,"Bucks escape with win over Bobcats. MILWAUKEE (Ticker) -- After getting off to a slow start, Michael Redd provided a fantastic finish. Redd scored a season-high 30 points, including a pair of clutch jumpers in the final 90 seconds that lifted",242,en,False,False,False
doc_005675,Sports,"Bryant is sorry; Shaq justhasnothingtosay. With their Christmas Day showdown nine days away, Lakers guard Kobe Bryant and Heat center Shaquille O #39;Neal shared thoughts Wednesday on their upcoming reunion game at Staples Center.",230,en,False,False,False
doc_000688,Sci/Tech,"Groups Meet to Discuss Climate Change (AP). AP - New strategies to confront global warming took center stage in Buenos Aires on Monday, where thousands of environmentalists and government policy-makers gathered for an international conference on climate change.",261,en,False,False,False
doc_000822,Business,"Steps to climb out of debt. For those sinking in a flood of unpaid loans, don #39;t lose hope. Many people have gone before you and made it out. Simply put, there are debt-defying actions you can take.",201,en,False,False,False
doc_003335,Business,"Update 2: DoubleClick Studies Sale, Other Options. The online advertising market is hot, but pioneer DoubleClick Inc. The provider of Internet advertising services has decided to explore strategic alternatives, including a possible sale.",237,en,False,False,True
doc_004395,Sci/Tech,"Sanyo to jointly develop HD-DVD with Toshiba, NEC. will jointly develop a next-generation DVD format, called HD-DVD, with Toshiba Corp.",135,en,False,False,True
doc_003087,Sci/Tech,"Microsoft to court: Eolas didn't invent patented tech. WASHINGTON - An appeals court should throw out a half-billion-dollar patent infringement judgment against Microsoft Corp. because a lower court failed to recognize that the Web browsing patent was based on a technology that was not invented by the company awarded the money, a Microsoft lawyer argued Thursday.",365,en,False,False,False
doc_003502,World,Iceland to home Bobby Fischer. Iceland is ready to provide a residence permit to worlds chess ex-champion Bobby Fischer whos now serving his sentence in one of the Japanese jails.,179,en,False,False,False
doc_001677,Sports,Open-Davenport extends streak to reach third round. Lindsay Davenport extended her unbeaten streak to 19 matches with a 6-4 6-2 second round win over Spaniard Arantxa Parra Santonja at the US Open on Thursday.,209,en,False,False,False
doc_001149,Sci/Tech,Google Launches Beta of SMS Search Queries. Google has launched a beta test to let US mobile phone and handheld device users tap into its search results via the short message service (SMS) platform.,198,en,False,False,False
doc_003618,Sci/Tech,Case study: Data crunch in Florida ballots. Use of databases to purge voter rolls led to complaints of people being wrongly excluded.,133,en,False,False,False
doc_004388,World,Macedonians to vote in key poll. A controversial referendum on legislation that would give Albanians greater autonomy gets under way in Macedonia.,146,en,False,False,False
doc_001493,Business,BellSouth Posts Lower Quarterly Earnings. WASHINGTON (Reuters) - BellSouth Corp. BLS.N on Monday said third-quarter earnings fell due to storm damage in its region and costs stemming from Cingular Wireless' planned $41 billion purchase of AT T Wireless Services Inc.,266,en,False,True,True
doc_004161,World,"Iraq, Afghanistan seek continued aid. NEW YORK-The Iraqi and Afghan leaders both asked Prime Minister Junichiro Koizumi to continue assisting their war-ravaged countries, Japanese officials said Tuesday.",203,en,False,False,False
doc_002114,World,Sharon says will seek coalition with Labour. Israeli Prime Minister Ariel Sharon says he will seek a governing coalition with Shimon Peres #39;s Labour Party and pledged to press ahead with a planned Gaza pullout.,213,en,False,False,False
doc_004523,Sci/Tech,"Police tackle internet crime. For the first time outside London, Welsh businesses join workshops to speak to police about internet crime.",137,en,False,False,False
doc_005982,Business,"Product Previews, 8/16/2004. Novell brings updated kernel to enterprise LinuxTimed to coincide with this years linuxworld expo, Novell has announced SuSE Linux Enterprise Server 9. Though Novells SuSE division has marketed a commercial Linux distribution based on the v2.6 kernel, this is the first to be granted the more stringently qualified enterprise designation. Besides kernel-level improvements and the usual collection of updated software packages, this release offers improved fail-over, clustering, and resource management and comes bundled with Novells ZENworks configuration management software for Linux. The company claims that its AutoBuild system allows it to offer identical configurations for a variety of platforms, including x86 (both 32- and 64-bit), Itanium, IBM POWER, and IBM mainframes. Free evaluation downloads are available now and support subscriptions start at $349 per dual-CPU server.SuSE Linux Enterprise Server 9, Novell/SuSE",959,en,False,False,False
doc_001323,Business,Do You Need Disability Insurance?. There's a good chance you'll become disabled for a while. Are you protected?,111,en,False,False,False
doc_004966,Sci/Tech,"Intel Launches Next-Gen Chip. After 10 years in the making and multiple delays, Intel released its state-of-the-art 64-bit Itanium microprocessor on Tuesday. The microprocessor, which is designed for servers and workstations, is based",234,en,False,False,False
doc_004381,World,Five soldiers appear in court in South Africa accused of robbing Zimbabwean deportees.,86,en,False,False,True
doc_004541,Sci/Tech,"The Dawn Of HD Radio (washingtonpost.com). washingtonpost.com - When WHUR launched ""high definition"" digital radio this year, it advertised the move several times an hour on air. It slapped the ""HD Radio"" logo on its letterhead and employee jackets. It drove around town in a specially outfitted van inviting people to listen to the crisp, no-static sound. And it tutored consumer electronics retailers about the technology.",424,en,False,False,False
doc_004080,World,"European Economies: German Institutes Expect Growth to Slow. German economic growth will slow next year as foreign demand for goods and services cools and unemployment at a five-year high damps consumer spending, the country #39;s six leading economic research institutes said.",277,en,False,False,False
doc_002946,Sci/Tech,Arrest in Cisco source code theft. A Briton has been arrested in connection with the theft of computer code for key net hardware.,129,en,False,False,False
doc_005552,World,"Canadians can discover wartime bonds to Washington monuments (Canadian Press). Canadian Press - (CP) - In 1986, Ron Parkes made a pilgrimage to the Vietnam Veterans Memorial in Washington.",188,en,False,False,False
doc_005029,World,"Britain's Labour Party struggles to shift conference focus from Iraq (AFP). AFP - Britain's ruling Labour Party struggled to shift the pre-election focus to domestic politics, as Prime Minister Tony Blair faced renewed pressure over the fate of a British hostage in Iraq.",271,en,False,False,False
doc_002087,Sci/Tech,"Write home, ET, don #39;t phone. ET shouldn #39;t phone home: the message would never get there. He should post a letter instead, say computer experts. They report in Nature magazine that radio messages would literally be a waste of energy.",240,en,False,False,False
doc_000917,Sports,Orioles' Bedard Won't Pitch Again in 2004 (AP). AP - Orioles rookie left-hander Erik Bedard has been shut down for the remainder of the year after pitching more than 133 innings in his first full season following elbow ligament replacement surgery.,248,en,False,False,False
doc_003727,World,"Arafat Conscious, Days Needed for Diagnosis-Aide. CLAMART, France (Reuters) - Doctors will need ""several days"" to diagnose Yasser Arafat's illness but the Palestinian leader was conscious and in good shape when he arrived in France on Friday, a Palestinian diplomat said.",271,en,False,False,False
doc_005768,Sports,"Halladay returns to form. CBC SPORTS ONLINE - Roy Halladay was determined to end a difficult season on a high note. The Toronto Blue Jays #39; ace was back in his Cy Young form, throwing eight innings of one-run ball in a 4-2 victory over the New York Yankees on Saturday afternoon.",282,en,False,False,False
doc_001601,Sci/Tech,"Cell Phone Defect Could Cause Hearing Damage. Siemens on Thursday warned users of its 65 series cell phones that a bug in the devices #39; software could cause hearing damage. The problem affects Siemens #39; C65, CX65, M65, S65, and SL65 as well the CV65, CT65, CXV65, and CXT65, the company said.",298,en,False,False,False
doc_003643,Sports,"Mets Put Another Dent in Cubs' Hopes (AP). AP - Al Leiter pitched two-hit ball for six innings to earn his first win in six weeks, and the New York Mets put another dent in Chicago's playoff hopes Sunday with a 3-2 victory over the Cubs.",237,en,False,False,False
doc_000559,Sports,"Gators defense finally closes one out. After letting several teams come back to win, Florida holds off FSU in the final minutes. By ANTONYA ENGLISH, Times Staff Writer. TALLAHASSEE - It had gained a reputation as a defense that would fold and collapse",251,en,False,False,False
doc_003759,World,British Troops Wounded as Families Campaign Against War. A helicopter pilot and a Black Watch soldier were wounded close to Baghdad today as Prime Minister Tony Blair came under pressure from families of serving troops and over the future of Scottish regiments.,261,en,False,False,False
doc_003298,World,"Najaf Fighting Continues Amid Peace Push. BAGHDAD, Iraq - Iraqi delegates delivered a peace proposal to aides of Muqtada al-Sadr in Najaf on Tuesday, but the militant cleric refused to meet with them as explosions, gunfire and a U.S. bombing run persisted in the holy city...",275,en,False,False,False
doc_003672,Business,"US Economy: July New Home Sales Fall, Durable Goods Rise. US new home sales in July fell 6.4 percent to a 1.134 million annual rate, the year #39;s slowest pace and a sign housing may provide less fuel for the economy in coming months.",235,en,False,False,False
doc_000707,Business,"WTO negotiators finish week of farm talks. Negotiators at the World Trade Organization completed weeklong farm talks Friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005. ✓ Confirmed: ""official†sources say",254,en,False,True,False
doc_003720,Business,"Northwest adds Guangzhou, more flights from Indianapolis. Northwest Airlines is expanding services again in Indianapolis and has begun a new passenger service from Guangzhou, China, to its Tokyo hub.",199,en,False,False,False
doc_000583,Business,"Amid talk of a possible liquidation, bankrupt US Airways in recent weeks completed a reorganization that eliminated several corporate sales positions while emphasizing newer",173,en,False,False,True
doc_003446,Sports,Breaking: markets react to Fed decision . DEFENDING champion Inge de Bruijn of Holland won the women #39;s 50m swim final in 24.58 seconds last night. It was the 30-year-old #39;s first gold in Athens and the fourth of her career.,230,en,True,False,True
doc_000422,Business,"UC wins $222.5M in Enron lawsuit. $222.5 million -- in an ongoing securities class action lawsuit against Enron Corp. The settlement, announced Friday and",154,en,False,False,False
doc_002633,Sports,An online scouting service recently rated the Dallas Cowboys in a tie with the 49ers as the second least-talented offense in the NFL.,133,en,False,False,True
doc_003992,World,"Islamic Rebels Behead 2nd Thai Buddhist. Suspected Islamic militants beheaded a Buddhist laborer in Thailand #39;s tumultuous south, police said Tuesday, the second such killing in retaliation for the deaths",207,en,False,False,False
doc_000875,Sports,"World Stars lose 6-1 to Swedish Elite League club. Goalie Dominik Hasek and the World Stars team of NHL barnstormers lost 6-1 Thursday to Swedish Elite League club Farjestad. Ray Whitney of the Detroit Red Wings scored the World Stars #39; goal before a crowd of 6,037.",269,en,False,False,False
doc_003976,World,"Bush Attends Army-Navy Football Game (AP). AP - The roar of Air Force One and a tip of its wing over the playing field signaled President Bush's arrival Saturday at the Army-Navy football game, a matchup steeped in tradition and shadowed today by the war in Iraq. Price increase of 5%",284,en,False,True,False
doc_005174,Sci/Tech,"Actress Julia Roberts Gives Birth to Twins-Report (Reuters). Reuters - Actress Julia Roberts gave birth to twins, a boy and a girl, in a Los Angeles hospital on Sunday, People magazine reported on its Web site, citing an anonymous source.",238,en,False,False,False
doc_004850,Sports,"Birds of prey. Maybe now's the time for Papa Jack to break out his signature T-shirts, emblazoned with his rally cry: quot;Somebody gotta pay.",142,en,False,False,True
doc_001566,Business,"Manufacturing Growth Slowing. This has been another month of growth for manufacturing and the economy in general, although the latest monthly report on business from the Institute for Supply Management (ISM) indicates that the rate of manufacturing growth is slowing down.",272,en,False,False,False
doc_003624,Sci/Tech,"Internet Use Said to Cut Into TV Viewing and Socializing. The average Internet user in the U.S. spends three hours a day online, with much of that time devoted to work and more than half of it to communications. Price increase of 5%",232,en,False,True,False
doc_005557,World,"Hamas chief Meshaal surfaces in Cairo (AFP). AFP - Khaled Meshaal, the political chief of the Palestinian Hamas movement who is at the head of Israel's most-wanted list, has surfaced in Egypt, Cairo airport sources revealed.",224,en,False,False,False
doc_001183,Sci/Tech,HP Embraces Open Source as Well as Linux (Ziff Davis). Ziff Davis - HP's worldwide director of Linux marketing sees HP embracing open-source software and exploring the Linux desktop.,182,en,False,False,False
doc_000227,Sci/Tech,"The Vision Thing. Tech companies can #39;t just have products. They have to have a vision. At companies in just about any business more complicated than hubcaps, it #39;s quot;selling solutions. Price increase of 5%",215,en,False,True,True
doc_000826,Sports,"Government attacked for not backing Silverstone. By Christopher Hope, Business Correspondent (Filed: 05/10/2004). British motor racing legend Sir Jackie Stewart yesterday attacked the Government for not allowing a 16m fund for the motorsport industry to",253,en,False,False,False
doc_002254,Business,"For the second time in two weeks, IBM Corp. will unveil a product designed to challenge its archrival in the data storage business: EMC Corp. of Hopkinton. EMC dominates the market for high-end corporate storage hardware, but IBM's new ''storage virtualization quot; software could encourage defections from EMC by making it easier for companies to mix and match storage hardware from ...",388,en,False,False,True
doc_005093,Sports,"Rain washes away Indian hope of levelling series. CHENNAI, October 19 (Online): The second test match between host India and World champions Australia ended in a draw after pouring rain on the last day.",202,en,False,False,False
doc_002321,Sci/Tech,RSA predicts looming identity crisis. A DIRECTOR of technology for security outfit RSA Security has warned online customers are not quot;authenticated enough quot; and there needs to be moves towards toward a mandated identity policy.,234,en,False,False,False
doc_002942,Sports,"NEW YORK -- Hold off on the traditional postseason, red, white and blue bunting draped over the rails at Fenway for the upcoming weekend series with the Yankees. After wicked Wednesday's double-barrel blast of bad news from the Bronx, Red Sox management might want to decorate with black crepe when the American League Championship Series resumes tomorrow night at the ...",372,en,False,False,True
doc_005199,Business,When home means vulnerability. Joan Marie Gilbert and her 15-year-old daughter moved into a mobile home because they couldn #39;t afford anything else. James and Jean Burns bought one because it was the,202,en,False,False,False
doc_001636,Sci/Tech,"Cisco Revamps Catalyst Switch Range. To extend 10GbE support to the network edge, the revamped 6500 Supervisor Engine 32 ships with a choice of two 10GbE XENPAK-based or eight one GbE Small Form Factor Pluggable based uplinks.",226,en,False,False,False
doc_002828,World,"In Florida, the Campaigning Just Has to Wait. Hurricanes have crippled the campaign season in Florida, and candidates are only now starting to make up for lost time.",165,en,False,False,False
doc_005458,Sports,"ATHLETICS: #39;I TAUGHT JONES TO USE DRUG #39;. MARION JONES injected herself with performance-enhancing drugs while the man at the centre of huge doping scandal watched, he claimed in an explosive TV interview last night.",222,en,False,False,False
doc_003269,World,"Iran asks to soften uranium stance. VIENNA -- Iran sought yesterday to partially roll back its commitment to freeze all uranium enrichment programs, demanding the right to run some equipment that can be used to produce nuclear arms.",232,en,False,False,False
doc_005002,World,"Fannie Mae, the nation's largest mortgage buyer, agreed to major changes in its accounting and management practices.",116,en,False,False,True
doc_004066,Sci/Tech,"Toshiba Readies 60GB Gigabeat. Toshiba will launch three new versions of its Gigabeat hard drive-based portable music player starting in late November, the company says.",169,en,False,False,False
doc_001190,World,Iran and Europe trying to save Iranian nuclear fuel suspension ... . VIENNA (AFP) - Iran and Europe continued efforts to see whether Tehran could unconditionally respect a commitment to freeze any nuclear fuel cycle work that could be diverted to produce atomic weapons.,270,en,False,True,False
doc_005856,Business,"Alitalia to present finalized restructuring plan. LONDON, October 6 (newratings.com) - Alitalia (ALI.FSE) has reached an agreement with its major labour unions and the Italian government, enabling the loss-making airline to access a 400 million (492.",250,en,False,False,False
doc_001374,Sci/Tech,"VMware releases virtualization tool for PCs. SEPTEMBER 20, 2004 (COMPUTERWORLD) - VMware Inc. released today a virtualization tool for PCs it says will cut hardware and maintenance costs for users such as independent contractors that support third parties on their networks. The company's profits rose",301,en,False,True,False
doc_001569,Business,Record $4.7bn profit for BHP. BHP Billiton #39;s record-breaking profit was driven by China #39;s seemingly insatiable demand for commodities. Picture:Bloomberg ...,164,en,False,False,False
doc_004761,World,"Israeli helicopters fire missiles on Gaza camps. Israeli helicopters Friday night firedtwo or three missiles on a refugee camp in the central Gaza Strip,witnesses said. The witnesses said that the missiles hit a warehouse in theMughazi refugee camp and set it on fire.",268,en,False,False,False
doc_003093,Sci/Tech,"China aims at five-day space shot. China is set to launch its second manned space flight, which will carry two astronauts into a five-day orbit around the Earth in 2005.",169,en,False,False,False
doc_002134,Sports,"Short Jump, Bad Handoff End Jones' Games (AP). AP - For Marion Jones, Sydney must seem far more than half a world away. Those Olympics were some dreamland where she ruled track and field with a golden touch and a sweet smile, winning five medals that turned her into an international superstar.",294,en,False,False,False
doc_005040,Sci/Tech,"Truth Wizards: They know a lie when they hear it. WASHINGTON Can you always tell when somebody #39;s lying? If so, you might be a wizard of the fib. A California psychology professor says there #39;s a tiny subculture of people that can pick out a lie nearly every time they hear one.",284,en,False,False,False
doc_001808,Business,"British American Tobacco Sees Profit Rise. LONDON - British American Tobacco PLC posted a 60 percent jump in third quarter net profit Tuesday, thanks partly to lower taxation charges.",183,en,False,False,False
doc_000825,Sports,"Coulthard signs for Red Bull team. The deal, thought to be worth 2 million, could prove more lucrative if Coulthard hits performance targets. That, however, is a big quot;if quot;, given the return of only seven points managed by Mark Webber last term.",252,en,False,False,False
doc_002392,Sports,"Warmer and wilder. HAVEN, Wis. -- Perched high on the bluffs overlooking Lake Michigan, Whistling Straits is a massive, windswept landscape, as large a golf course as $40 million can buy. It is complete with sand dunes that could double as ski slopes and deep bunkers that should require elevators.",298,en,False,False,False
doc_003599,World,"Floods kill more than 600 people in Haiti, hundreds left homeless. Rescuers dug through mud and ruined homes for bodies Tuesday, expecting the death toll of more than 600 from tropical storm Jeanne to rise even further as flood waters receded in this crowded northern city after devastating winds",296,en,False,False,False
doc_002480,Sci/Tech,"Roman face cream discovered and reproduced. A cosmetic face cream used by fashionable women in ancient Roman times has been analysed by scientists at Bristol University, UK, and now reproduced.",193,en,False,False,True
doc_000499,World,UK initiative on climate change. Tony Blair is to host a major scientific conference on climate change in February as part of an attempt to create an international consensus on the science involved and so lock the US and the G8 group of industrial nations into action beyond the Kyoto,284,en,False,False,False
doc_003315,Business,"Verizon Wireless Will Pay $3 Billion for Additional Capacity. Verizon Wireless said it would pay $3 billion in cash for the spectrum licenses owned by NextWave Telecom, a move that should expand coverage for new subscribers.",224,en,False,False,False
doc_005435,Sci/Tech,"Report asserts Kazaa makes the rules. Setting aside Sharman Networks #39; objections, an Australian judge accepted on Friday an affidavit with potentially damaging assertions about Kazaa #39;s handling of copyrighted material.",226,en,False,False,False
doc_004696,World,"Troop Numbers in Iraq to Hit Record 150,000 (Reuters). Reuters - The U.S. military will boost its troops in Iraq to 150,000 this month, the highest level since the war began in March 2003, in order to improve security for scheduled Jan 30. elections, the Pentagon said on Wednesday.",282,en,False,False,True
doc_004499,Sports,"Once-Proud Niners, Dolphins Flounder (AP). AP - Bill Walsh and Don Shula might want to avert their eyes from this one. Twenty seasons after the San Francisco 49ers and the Miami Dolphins faced each other in two of their 10 combined trips to the Super Bowl, they've become the NFL's two most miserable franchises.",312,en,False,False,False
doc_000816,World,"Darfur Aid Groups Fear Fresh Violence, Move Staff. EL FASHER, Sudan (Reuters) - Aid agencies fearing an upsurge of fighting in Sudan's troubled Darfur region have suspended operations and evacuated staff from the volatile Jebel Marra area in West Darfur state, U.N. officials said on Friday.",291,en,False,False,False
doc_001316,World,"Iraq blast death toll rises to 18. At least 18 people were killed in a suicide bombing on Saturday, capping a week of horrific violence in Iraq as al-Qaeda-linked militants threatened to kill two American and a British hostage in 48 hours.",239,en,False,False,False
doc_000465,Sports,"MLB: Cincinnati 6, Chicago Cubs 5. Wily Mo Pena hit two home runs Saturday to give the Cincinnati Reds a 6-5 victory over the Chicago Cubs. D #39;Angelo Jimenez also homered for the Reds, who snapped a three-game losing streak.",227,en,False,False,False
doc_002533,Sports,"Russia Tops Slovakia in World Cup Hockey (AP). AP - Pavel Datsyuk, Alex Kovalev, Sergei Samsonov, Alexei Yashin and Alexander Ovechkin scored to help Russia beat Slovakia 5-2 on Sunday night in the final preliminary game in the World Cup of Hockey.",248,en,False,False,False
doc_003607,Sci/Tech,"Rocket failure refuels dream of $10 million. Other people might have been discouraged, but Eric Meier and Phillip Storm have been upbeat since their 23-foot-long Rubicon 1 rocket blew up last month in a test flight near Queets, Wash.",233,en,False,False,False
doc_000509,Business,Trial Letdown Hits Possis Medical. Shares of device maker Possis Medical (Nasdaq: POSS) are down 38 to $19.20 after the company cut its fiscal 2005 earnings outlook after a trial involving its AngioJet blood clot treatment yielded disappointing results.,253,en,False,False,False
doc_000146,Sports,"For the third time this year, Roger Federer defeated Andy Roddick to win a tournament - the top seed easily winning 6-4, 6-0 to pick up the $550,000 Thailand Open.",163,en,False,False,True
doc_005063,Business,"Mortgage Applications Fell Last Week-MBA. NEW YORK (Reuters) - Applications for U.S. home mortgages declined last week as refinancing activity fell and mortgage rates were little changed, an industry group said on Wednesday.",224,en,False,False,False
doc_005659,Sports,Is Vieri #39;s Inter career over?. The chemistry between Adriano and Obafemi Martins raises questions further marks about Christian Vieri #39;s future at Inter Milan.,166,en,False,False,False
doc_002919,Business,"Iron Mountain Gets Connected. Iron Mountain moved further into the backup and recovery space Tuesday with the acquisition of Connected Corp. Connected backs up desktop data for more than 600 corporations, with more than",219,en,False,False,True
doc_000629,Sports,"One gamble Bears really had to take. The Bears traded Marty Booker to Miami for Adewale Ogunleye because they had no choice but to do so. Talent levels being equal, a defensive end is more valuable than a wide receiver.",219,en,False,False,False
doc_001536,World,"Mortar shells hit Gaza settlement, woman killed. 24 (PTI): An Israeli woman was killed and another slightly injured today when Palestinian militants fired four mortar shells at the Neveh Dekalim settlement in southern Gaza Strip, army sources said.",248,en,False,False,True
doc_005809,Sci/Tech,"com October 20, 2004, 12:39 PM PT. Sharp Electronics is ceasing development of its Linux-based handheld devices for US consumers--the latest maker to wash its hands of the once-popular retail market.",199,en,False,False,True
doc_003022,Business,Chicago-based Braun Consulting #39;s shares soared Tuesday after news that the professional services firm will be acquired by Minneapolis-based Fair Isaac for $30 million.,171,en,False,False,True
doc_003318,Sports,"They're letting their hair down. They are baseball's Delta House, the ragtag Pointer Brothers of Yawkey Way. Winning just about every game on their march to the playoffs, the 2004 Red Sox look like they're going on down to Yasgur's farm to join in a rock 'n' roll band.",269,en,False,False,False
doc_001196,Business,"Wal-Mart Will Allow Unions in China. BEIJING (Reuters) - Wal-Mart Stores Inc., the world's biggest retailer, gave ground to Chinese pressure Tuesday and said it would allow its workers to set up a trade union.",209,en,False,False,False
doc_003495,World,"ITALIAN anti-Mafia magistrates ordered the arrest of 65 people as part of a massive police swoop in Naples early today in a bid to staunch the bloodletting in a turf war which has killed more than 120 people, Interior Minister Giuseppe Pisanu said.",248,en,False,False,True
doc_004510,Sci/Tech,"Intelligence Gathering: The Study of How the Brain Evolves Offers Insight into the Mind (SPACE.com). SPACE.com - Is there really life out there? Was a kinder, wetter Mars once dotted by bacterial blooms whose progeny now await our discovery? Do unseen, alien microbes swim in the buried oceans of Europa, Callisto, or Ganymede? What about Titan's sub-zero methane lakes?",370,en,False,False,False
doc_004919,World,"Brit captive still alive, says brother. LONDON -- The brother of Kenneth Bigley, a Briton held hostage in Iraq, said yesterday he had been told the captive was still alive, a contention echoed by the leader of a London-based Islamic centre.",240,en,False,False,False
doc_001789,Sci/Tech,"CA upgrades BrightStor line with gusto. Computer Associates is not messing around with its storage management software line. The company this month will upgrade all 13 versions of the BrightStor family, release a new product aimed at automating",244,en,False,False,False
doc_002411,Sports,"USA beats Australia. For three quarters the US Men #39;s Olympic Team (2-1) chased Australia (1-2) and still heading into the final 10 minutes the Americans trailed 67-65. Stepping up its defense, the US reeled off 10 consecutive points to take control of the game and went on to ...",283,en,False,False,False
doc_005007,World,"Calls for Sadr militia to disarm. NAJAF, Iraq (Reuters) - Iraq #39;s Defence Ministry has ordered Shi #39;ite militiamen in Najaf to immediately lay down their weapons and leave a holy shrine in the city.",204,en,False,False,False
doc_000204,Sports,-- Looking ahead to the US championship game almost cost Conejo Valley in the semifinals of the Little League World Series.,123,en,False,False,True
doc_002822,Business,"Australian Oil Producers Gain, Led by Woodside; Origin Falls. Australian oil producers #39; stocks such as Woodside Petroleum Ltd. rose after crude oil climbed to a record amid concern that hurricane damage in North America will disrupt supply.",244,en,False,False,False
doc_003120,Business,"UPDATE 2-US mortgage applications fall last week-MBA. New applications for US home loans fell last week from a four-month high even as 30-year mortgage rates declined to their lowest level since late March, an industry group said on Wednesday.",243,en,False,False,False
doc_005137,World,"Russia Mourns Hostage Deaths, Putin Criticized (Reuters). Reuters - Russia on Monday mourned the deaths of hundreds of children and adults in its worst hostage drama as criticism mounted over the way President Vladimir Putin and his security forces handled the crisis.",268,en,False,False,False
doc_002005,Sci/Tech,"In Brief: Cisco acquires startup BCN Systems (InfoWorld). InfoWorld - Cisco Systems has finalized an agreement to purchase privately held BCN Systems, a provider of networking software design. Under the terms of the agreement, Cisco will pay approximately #36;34 million in cash for BCN. The price could increase by as much as #36;122 million if BCN meets certain development and product milestones. BCN's architecture will be incorporated across Cisco's broad routing portfolio and will support Cisco's delivery of next-generation data, voice, and video services over a converged network.",589,en,False,False,False
doc_005615,Sci/Tech,Settlement May Be Near In Code-Theft Dispute (TechWeb). TechWeb - A mediator in the Mambo-Furthermore open-source fracas said Tuesay he is quot;cautiously optimistic quot; that the two sides can reach a settlement.,214,en,False,False,False
doc_003411,Sports,Cole pleads for Blues chance. Joe Cole has pleaded for another chance to prove himself at Chelsea as his Stamford Bridge future remains clouded in uncertainty ahead of the transfer window.,188,en,False,False,False
doc_005575,Sci/Tech,Burt Rutan takes a V2-powered wander down memory lane. Aviation pioneer Burt Rutan has been fondly remembering his childhood hero - German rocket scientist Wernher von Braun. The X-Prize victor recently hooked up with two surviving members of von Braun #39;s V2 team,266,en,False,False,False
doc_002650,World,"China Sets Condition for Resuming Talks with Taiwan. BEIJING (Reuters) - Talks between diplomatic rivals Taiwan and China could resume if the island sticks to a 1992 interpretation of the ""one China"" principle, Chinese newspapers on Monday quoted a top negotiator with Taiwan as saying.",286,en,False,False,False
doc_002747,Sports,"Federer and Henin-Hardenne Get the Top Spots for U.S. Roger Federer will open against Albert Costa, and Justine Henin-Hardenne will play a qualifier when the tournament begins Monday.",183,en,False,False,True
doc_003116,Sports,"UK bank mulls rival proposal for Man Utd. The head of a British investment bank, Seymour Pierce, is considering a financial restructuring of Manchester United as a possible rival proposal to a planned takeover by US sports tycoon Malcolm Glazer, a British newspaper reported today.",281,en,False,False,False
